Series name,Category,Short description,Description,Featured image,Feature set header 1,Feature set description 1,Feature set image 1,Feature set header 2,Feature set description 2,Feature set image 2,Feature set header 3,Feature set description 3,Feature set image 3,Feature set header 4,Feature set description 4,Feature set image 4,Video 1 name,Video 1,Video 2 name,Video 2,Video 3 name,Video 3,Video 4 name,Video 4,Internal document 1 description,Internal document 1
NS5 Handheld,Scalable HMI,,"Re-use projects of non-mobile NS products
10 Function keys, 4 hardwired for inching
Emergency switch on front plus enable switch on back of unit
Well protected against water, IP65
Compact Flash, Serial and USB interface",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9000a26e85d8c3d97b54040e6287814d35a2ae9974755b00de53fdab4b4c567d.jpg,,,,,,,,,,,,,,,,,,,,,,
Scalable HMI accessories,Scalable HMI,,,,,,,,,,,,,,,,,,,,,,,,,
NB series,Compact HMI,,"More than 65,000 display colors TFT touch screen
Available in sizes ranging from 3.5 to 10 inches
Long-life LED backlight
Serial, USB or Ethernet communication
USB memory stick support (TW01 model only)
128 MB internal memory
Vector and bitmap graphics",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/edc199db108a4d50f3177a7fe2591eda475436002928a7f5c7d3e665e3923b73.jpg,,,,,,,,,,,,,,,,,,,,,,
I/O cables,I/O cables and terminal blocks,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/uhcVyY4Eyh4Ntdicz2SN0DyCdsK5Kg6tWHZLHdbR.jpg,,,,,,,,,,,,,,,,,,,,,,
I/O terminal blocks,I/O cables and terminal blocks,,,https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/76a8e997be49ed7eed14a02309bc665095f018973982bcccd30adafd13d451ed.jpg,,,,,,,,,,,,,,,,,,,,,,
Ethernet cables,Ethernet cables and accessories,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Ethernet cables and accessories,,,,,,,,,,,,,,,,,,,,,,,,,
Serial communication cables,Serial cables and accessories,,,,,,,,,,,,,,,,,,,,,,,,,
NY PMAC,Industrial PC Based,,"Intel® Core™ i7-4700EQ processor with fan for active cooling
128 axes motion control
Up to 250 μs cycle time
Flexible function development capability (G-Code/ANSI C/original programming language)
Multi-tasking of Motion Control and Windows applications
Hypervisor allows to continue to control even if OS crashes",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/d3330e32f58f3ad22131ce129578fb86dc9a2494f6420dc19fba404679583b46.jpg,,,,,,,,,,,,,,,,,,,,,,
CK3E,Control via EtherCAT,,"32, 16 or 8 axes motion control
Up to 250 μs cycle time
Compatible with standard G-Code functions
Save space & wiring thanks to compact design
CAD/CAM for easy motion control
EtherCAT for flexible configuration",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/843ca602ee463680a3f898b26bd7cae6ca73929675f02e4c38213efab7e79b8d.png,,,,,,,,,,,,,,,,,,,,,,
CK3M,Control via EtherCAT,,"Local axes for nanoscale precision
Ultra high-speed synchronous control (50µs/5 axes)
Custom servo regulation algorithms
Flexibility on using multi-vendor actuators and encoders
Flexibility on programming on G-code, ANSI C or original programming language
EtherCAT for flexible configuration
Modular design and DIN rail mounting",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/32e1fad59295ad1edd90b10e5eaad4dadd2f06afa721aaedede7d5aa47c53b09.jpg,,,,,,,,,,,,,,,,,,,,,,
Trajexia,Control via EtherCAT/MECHATROLINK-II,,"Perfect motion control of up to 64 axes
Supports position, speed and torque control
Multi-tasking controller capable running up to 22 tasks simultaneously
Advanced motion control such as linear, circular, helical or spherical interpolation, electronic cams and gearboxes via simple motion commands
Control of servos, inverters, vision systems and distributed I/O over a single EtherCAT network
Support for EtherNet/IP communications
Advanced debugging tools including data trace and oscilloscope functions
Open communication: Serial and EtherNet/IP built-in, PROFIBUS-DP, DeviceNet and CANopen",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/577b4f54f5b5a574869179e8dc0f5324239e71e341cbb5724a7789b5805fb958.jpg,,,,,,,,,,,,,,,,,,,,,,
Trajexia PLC,Control via MECHATROLINK-II,,"Models with 4 or 30 MECHATROLINK-II axes
Selectable cycle time from 0.5 ms to 4 ms
Control of servos and inverters over a single motion network
Supports position, speed and torque control
Advanced motion control such as CAM control, registration control, interpolation and axes synchronization via simple motion commands
Serial port for master encoder axis
Embedded digital I/Os
I/O data exchange with the PLC CPU
Same instructions set as Trajexia stand-alone",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ff29c5630c0e2666dc443b632420669fa5b25de8130482b399554e9da1f07c16.jpg,,,,,,,,,,,,,,,,,,,,,,
Accurax G5 Motors,Servo motors,,"Sizes from 50W to 15 kW, rated speeds of 1000 rpm, 1500 rpm, 2000 rpm and 3000 rpm
Peak torque 300% of continuous torque during 3 seconds or more depending on model
High accuracy provided by a 20 bit resolution encoder, ABS encoder as an option
IP67 protection in all motor models
Low speed ripple and low torque ripple due to low torque cogging
Compact design and robust construction including smart connectors
No motor settings required, just plug and run",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0749b5856a221896444b34df8c9678fcfe250ca8df61ad7c6efd3dddcb5ae24d.jpg,,,,,,,,,,,,,,,,,,,,,,
1S Motors,Servo motors,,"23-bit resolution encoder
Compact and small motor size
Multi-turn encoder design without mechanics: 16-bit, 65536 turns
Battery-free absolute multi-turn encoder or incremental encoder
Pre-assembled motor cables
Designed for easy EMC compliance",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9a715711bf427d7acb7e2e250379759c03d2c6d83e4bd4ccbcf34cb1af2a89d4.png,,,,,,,,,,,,,,,,,,,,,,
G-Series Motors,Servo motors,,"Peak torque 300% of continuous torque during 3 seconds or more depending on model
Servo motors supported by SmartStep2, G-Series and Accurax G5 servo drives
Cylindrical and Flat servo motors types are available
Encoder accuracy of 10,000 pulses incremental as standard and 17-bit absolute
IP65 as standard and shaft oil seal available
Motors with brake as option",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/0b889c0c2e9872413ed2b7293602d61386e402f729933e3f57f1756c2811b7b0.png,,,,,,,,,,,,,,,,,,,,,,
Sigma-5 Motors,Servo motors,,"Sizes from 50 W to 15 kW, rated speeds of 1500 and 3000 rpm
Peak torque 350% of nominal during 3 seconds
Automatic motor recognition by servo drive
IP67 and shaft oil seal available
High resolution encoders
Absolute multiturn encoder resolution
Compact design and robust construction",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/5d407a12b124abd39260f11fe1a898710042d4e321022ee5841def353008fc3d.jpg,,,,,,,,,,,,,,,,,,,,,,
Integrated Servo Motor,Servo motors,,"Wide range of motors from 2.55 Nm to 25 Nm
3000 rpm rated speed
Peak torque 300% of rated torque
IP65 protection
Space-saving. Cabinet reduction
Energy saving by sharing DC Bus
Incremental and multiturn absolute encoder options
Embedded I/O’s for dedicated or general purpose
Pre-assembled cables for plug-in installation",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/029fcddb506928532177bb451e98017c9740641ed049aff7777e5a2fd9b1b79c.jpg,,,,,,,,,,,,,,,,,,,,,,
Servo motor accessories,Servo motors,,,,,,,,,,,,,,,,,,,,,,,,,
1S Motors with Safety Functionality,Servo motors,,"Battery-free absolute multi-turn encoder safety certified
20-bit high resolution encoder
One click connection
Rotating connector
Suppresses vibration of low-rigidity machines during acceleration/deceleration
One cable connection: power, encoder and brake cable in a pre-assembled cable with IP67 connector",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/45fe3a4280598757c97a4af588cf1d084e899a2535137fb22f26cb04fb655548.jpg,,,,,,,,,,,,,,,,,,,,,,
Accurax G5 Drives,Servo drives,,"EtherCAT, MECHATROLINK-II and Analog/Pulse drive models
Frequency response of 2kHz
Safety conforming to ISO13849-1 (PL d)
High accuracy provided by 20 bit encoder
Drive Programming: embedded indexer functionality in the Analogue/Pulse models
Advanced vibration suppression
Full closed loop encoder built-in
Double registration input provides application versatility
Rotary motors from 50 W up to 15 kW
Ironless and iron-core linear motor types",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/ec2864a01dc10eea3ad633967d8cbe50ba1922e5bfbd312ca763bc9edd7340cc.jpg,,,,,,,,,,,,,,,,,,,,,,
1S Drives,Servo drives,,"23-bit resolution encoder
Fast and secure screw-less push-in in all connectors
Pluggable connectors for easy pre-wiring and system maintenance
Direct wiring of I/O signals
Embedded relay for direct motor brake control
Improved loop control for overshoot and quick setting time
Safety function built-in: Network Safe Torque Off: PLd (EN ISO 13849-1), SIL2 (IEC 61508)
Hardwired Safe Torque Off: PLe (EN ISO 13849-1), SIL3 (IEC 61508)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/a3d4a5b532e05ab8570b3a73fd1e5bb43dfebeb4d642a56e7838c1999b4aedb0.png,,,,,,,,,,,,,,,,,,,,,,
G-Series Drives,Servo drives,,"MECHATROLINK-II and Analogue/Pulse servo drives models
High-response frequency of 1 kHz
Auto-tuning for easy and quick start-up
Vibration suppression
Positioning, speed or torque control
Separate power and control power supply
Fast and accurate positioning
Incremental and absolute encoder",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/c7366a75d056bc59c9983ae689fbacfc509a01a801ddfe6f0d57418368038a2f.jpg,,,,,,,,,,,,,,,,,,,,,,
SmartStep 2 Drives,Servo drives,,"Ultra-compact size. The footprint is only 48% compared to the previous SmartStep
Vibration suppression
Adaptive resonance suppression filter
Feedback pulse output
On-line Auto-tuning and Easy set up
Electronic gear, four internal speed settings and wide range of pulse settings
Two torque limits
Position control via pulse input 500 kpps
Configuration and commissioning using CX-Drive software",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/701966d7bd9673d3dd3c4bfc2514fe4806643a9928b07b65c716d4b72fbbdeb9.jpg,,,,,,,,,,,,,,,,,,,,,,
Sigma-5 Drives,Servo drives,,"Analogue/ Pulse and MECHATROLINK-II servo drives models. EtherCAT available as option unit
Support for direct drive servo motors, linear servo motors and linear axes
Advance autotuning function
Enhanced vibration supression function
Integrated safety stop function
Frequency response of 1.6 kHz",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e64f6ecad2491d3a418df734ae661b5bd6e70274812423308fe3872f63ddb4d4.jpg,,,,,,,,,,,,,,,,,,,,,,
Servo drive accessories,Servo drives,,,,,,,,,,,,,,,,,,,,,,,,,
1S Drives with Safety Functionality,Servo drives,,"Integrated Safety over EtherCAT (FSoE)
All safety functions conform to maximum safety performance level PLe (SIL-3)
Safety functions over Network (STO, SS1, SS2, SOS, SLS, SLP, SDI, SBC)
Safety functions Hardwired (STO)
Fast and secure screw-less push-in in all connectors
Pluggable connectors for easy pre-wiring and system maintenance
One cable connection to the motor
Part of Sysmac family, fully integrated in Sysmac Studio",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/23b0ea6d36ac55a6906b6c463cfdbda7580c70c9920c2218542d58f0d995a5fe.png,,,,,,,,,,,,,,,,,,,,,,
Linear Axis (Cartesian) - Accurax,Cartesian Systems,,"Low moving mass to ensure a high degree of dynamism
Optimized stroke/product length ratio
Up to 5 m/s maximum speed with 1 um repeatability
Compact and efficiency oriented design
Highly versatile and ready-to-use
Ratings: 230/400 VAC, 48 to 760 N (2000 N peak force)",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e1023c17408fa6442b53605d0cc8576972ff1603cba60f0b4bc71daf1c77ddf3.jpg,,,,,,,,,,,,,,,,,,,,,,
Accurax FW,Linear motors,,"High dynamic and precise positioning 
 Compact and flat design iron-core motors 
 Weight-optimised magnet track 
 Optional digital hall-sensor and connectors 
 Temperature sensors included",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/e5b9bf6ef3d2600b1122a1f9d36ac96a3a493fa4c101dad710246589a4baddf0.jpg,,,,,,,,,,,,,,,,,,,,,,
Accurax GW,Linear motors,,"High dynamic and precise positioning 
 Excellent force-to-weight ratio ironless motors 
 Weight-optimised magnet track 
 Optional digital hall-sensor and connectors 
 Temperature sensors included",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/b7bd073cd30b2384b2b88312d8b5823160ad2bd606340d87ad367089e705bcbb.jpg,,,,,,,,,,,,,,,,,,,,,,
RX,Frequency inverters,,"Ratings up to 132 kW
Full torque at 0 Hz in closed loop
Sensor-less and vector closed-loop control
Built-in EMC filter, logic programming and application functionality
Fieldbus communications: Modbus, DeviceNet, PROFIBUS, MECHATROLINK-II, EtherCAT and CompoNet
Regenerative solutions as option
CE, cULus, RoHS",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/9b118b3869df06002ca2204248cbf9511e372b9e7fb76b894e6fd2329b915cad.jpg,,,,,,,,,,,,,,,,,,,,,,
MX2,Frequency inverters,,"High starting torque: 200% at 0.5 Hz
Torque control in open loop vector
Double rating VT 120%/1 min and CT 150%/ 1 min
IM & PM motor control
Safety conforming to ISO13849-1 Category
3 performance level PLD
Built-in Logic programming
Positioning functionality
Integrated at Omron machine Automation solution
Fieldbus communications: EtherCAT, Modbus, DeviceNet, Profibus, CompoNet, MECHATROLINK-II and EtherNet/IP
Ratings: 200 V single-phase from 0.1 to 2.2 kW, 200 V three-phase from 0.1 to 15.0 kW, 400 V three-phase from 0.4 to 15.0 kW.",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/869d17909b17121d22e76edeaac725e593b84d7ed03c650f7d13448fc3b65c21.jpg,,,,,,,,,,,,,,,,,,,,,,
SX Series,Frequency inverters,,"400V and 690V power supply from 0.75 kW up to 1,400 kW
New operator with Real-Time Clock
Optional control panel with Bluetooth
PM motor control
Compact design IP20 & IP54 full range
Built-in Filter according to C3 Class and fuses from 220 kW
Safety EN62061 standards STO SIL2
Load curve control
Logic programmability
Built-in special application functionality as Multi-pump control or Crane applications
Hardware customisation (Main switch, Liquid cooling, 12-pulse rectifier, … )
Fieldbus communications: EtherCAT, PROFINET, Modbus, DeviceNet, PROFIBUS, Modbus TCP",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/28ad31f82e602634db5741771ebfe28c3f5c12681ab2a285534d034d01d22ebf.jpg,,,,,,,,,,,,,,,,,,,,,,
V1000,Frequency inverters,,"Current vector control
High starting torque (200% / 0.5 Hz)
1:100 speed control range
Double rating ND 120%/1min and HD 150%/1 min
IM&PM motor control
Online Tuning
Low-noise Low carrier technology
10 years lifetime design
Built-in filter
Screw-less terminals
Control Terminals with memory backup
Fieldbus communications: Modbus, Profibus, CANopen, DeviceNet, LONworks, CompoNet, Ethernet, ML-II, PROFINET and EtherCAT
Safety embedded: EN954-1 safety cat. 3, EN6158 SIL II and EN60204-1 Stop category 0
CE, UL, cUL and TUV",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/daa91c474f2595e03b89fa94e52a32270b759ff8e19384c5933ed044d6bddff0.jpg,,,,,,,,,,,,,,,,,,,,,,
J1000,Frequency inverters,,"V/F controlled inverter 
 Good torque performance (150% / 3 Hz) 
 Double rating ND 120%/1min and HD 150%/1 min 
 Overload detection function (150% during 60s) 
 Optional RS-232C/485 communication - Modbus 
 Programming software: CX-drive for parameter configuration",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/910f6c3f34c31e9b1f7f5a07d887202bbde38b6d0980c2cc10d63a4edd315b2a.jpg,,,,,,,,,,,,,,,,,,,,,,
Frequency inverter accessories,Frequency inverters,,,,,,,,,,,,,,,,,,,,,,,,,
Q2A,Frequency inverters,,"Open/closed loop speed or torque control
Embedded functional safety (STO SIL3)
Built-in C3 class EMC filter
Conform to EN 60721-3-3, 3S2 and 3C2
Built-in braking transistor (up to 90 kW)
Quick and easy setup with intuitive keypad and navigation
Micro SD for data storage
Real-Time Clock
24 VDC power supply input for control board
Communication options: EtherCAT, EtherNet/IP, PROFINET, POWERLINK
Mobile Device connectivity (via USB or optional Bluetooth)
Regenerative solutions as option
CE, UL, cUL, EAC, RoHS",https://public-bucket-stored-files.s3.ap-southeast-2.amazonaws.com/4c78338ff4649867e8b325dac496ed4e6bb5e83ac0a4259290addd22f408726e.jpg,,,,,,,,,,,,,,,,,,,,,,
